Date,Lo20,Qnt2,Qnt3,Qnt4,Hi20,Lo10,Dec2,Dec3,Dec4,Dec5,Dec6,Dec7,Dec8,Dec9,Hi10,Spread
1971-02-01,0.038900000000000004,0.0097,0.026600000000000002,0.0191,0.0271,0.045700000000000005,0.0333,0.0085,0.011200000000000002,0.0206,0.0318,0.0169,0.0252,0.0274,0.0268,-0.018900000000000004
1971-03-01,0.051399999999999994,0.0326,0.0431,0.0542,0.062,0.051500000000000004,0.051399999999999994,0.031400000000000004,0.0341,0.0288,0.0554,0.0605,0.0365,0.0647,0.0582,0.006699999999999998
1971-04-01,0.051,0.0375,0.0463,0.035699999999999996,0.0556,0.0626,0.0414,0.0351,0.0405,0.0545,0.0395,0.0268,0.061500000000000006,0.056299999999999996,0.0546,-0.008
1971-05-01,-0.038,-0.038599999999999995,-0.023700000000000002,-0.045599999999999995,-0.0318,-0.0327,-0.0425,-0.0438,-0.0322,-0.024900000000000002,-0.0227,-0.0471,-0.0416,-0.0275,-0.038,-0.005299999999999999
1971-06-01,-0.0034000000000000002,-0.0006,0.0149,-0.0067,0.0043,0.0008,-0.006999999999999999,0.01,-0.013500000000000002,0.0025,0.0255,-0.0079,-0.0033,0.0147,-0.0109,-0.0117
1971-07-01,-0.056100000000000004,-0.0451,-0.027000000000000003,-0.057699999999999994,-0.049800000000000004,-0.0658,-0.049800000000000004,-0.0553,-0.029900000000000003,-0.030699999999999998,-0.022799999999999997,-0.06,-0.053399999999999996,-0.0405,-0.059500000000000004,0.006299999999999993
1971-08-01,0.0545,0.0342,0.0447,0.0725,0.0516,0.0593,0.051399999999999994,0.0187,0.0567,0.035699999999999996,0.054900000000000004,0.0806,0.0571,0.049100000000000005,0.0541,-0.005199999999999996
1971-09-01,-0.0060999999999999995,-0.005600000000000001,-0.0002,-0.0121,0.0034999999999999996,-0.0052,-0.0066,0.001,-0.0147,0.0062,-0.0074,-0.0084,-0.0192,0.01,-0.0034000000000000002,0.0017999999999999995
1971-10-01,-0.0626,-0.0344,-0.043,-0.050199999999999995,-0.0556,-0.060599999999999994,-0.0639,-0.0226,-0.051100000000000007,-0.0425,-0.0435,-0.0455,-0.0593,-0.0415,-0.0708,-0.010200000000000008
1971-11-01,-0.0075,0.0002,0.0029,0.0054,-0.0079,-0.0060999999999999995,-0.0084,-0.0004,0.001,0.0073,-0.0019,0.0149,-0.0137,0.0011,-0.0179,-0.0118
